STOP_FRISK_ID,STOP_FRISK_TIME,MONTH2,DAY2,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,SUSPECT_ARRESTED_FLAG,FRISKED_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,STOP_LOCATION_BORO_NAME
246,18:55:00,May,Wednesday,CRIMINAL POSSESSION OF MARIHUANA,5,Y,N,(null),46,MALE,WHITE HISPANIC,MANHATTAN
247,12:35:00,May,Friday,GRAND LARCENY,1,Y,Y,(null),39,MALE,BLACK,MANHATTAN
248,21:55:00,May,Sunday,CRIMINAL TRESPASS,15,Y,Y,(null),27,FEMALE,WHITE HISPANIC,MANHATTAN
249,21:55:00,May,Sunday,CRIMINAL TRESPASS,15,Y,Y,(null),43,MALE,WHITE HISPANIC,MANHATTAN
250,22:05:00,May,Saturday,GRAND LARCENY,12,N,Y,(null),37,MALE,WHITE HISPANIC,MANHATTAN
251,20:05:00,May,Saturday,GRAND LARCENY,5,N,Y,(null),52,MALE,WHITE HISPANIC,MANHATTAN
252,0:05:00,May,Sunday,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,2,N,Y,(null),15,MALE,BLACK,MANHATTAN
253,5:00:00,May,Thursday,GRAND LARCENY AUTO,10,N,N,(null),47,FEMALE,(null),MANHATTAN
254,23:30:00,March,Tuesday,ASSAULT,8,Y,Y,(null),25,MALE,BLACK,MANHATTAN
255,23:30:00,March,Tuesday,ASSAULT,8,Y,Y,(null),19,FEMALE,BLACK,MANHATTAN
256,23:15:00,May,Wednesday,GRAND LARCENY AUTO,5,N,Y,(null),18,MALE,WHITE HISPANIC,MANHATTAN
257,23:10:00,June,Saturday,CRIMINAL TRESPASS,4,Y,N,(null),50,MALE,WHITE,MANHATTAN
258,15:00:00,May,Friday,CRIMINAL TRESPASS,19,Y,N,(null),23,MALE,WHITE HISPANIC,MANHATTAN
259,20:11:00,June,Saturday,CPW,5,N,Y,(null),23,MALE,BLACK HISPANIC,MANHATTAN
260,10:50:00,June,Monday,CPW,5,N,N,(null),47,MALE,BLACK,MANHATTAN
261,23:58:00,July,Saturday,ASSAULT,8,Y,N,(null),18,MALE,BLACK,MANHATTAN
262,13:39:00,July,Monday,ASSAULT,5,N,N,(null),30,MALE,WHITE HISPANIC,MANHATTAN
263,13:39:00,July,Monday,ASSAULT,5,N,N,(null),38,MALE,WHITE HISPANIC,MANHATTAN
264,13:39:00,July,Monday,ASSAULT,5,N,N,(null),29,MALE,WHITE HISPANIC,MANHATTAN
265,13:45:00,July,Thursday,BURGLARY,5,N,Y,(null),24,MALE,BLACK,MANHATTAN
266,1:35:00,July,Thursday,ROBBERY,5,Y,Y,(null),37,MALE,WHITE HISPANIC,MANHATTAN
267,17:06:00,July,Wednesday,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,5,N,Y,(null),29,FEMALE,(null),MANHATTAN
268,1:55:00,February,Thursday,CRIMINAL TRESPASS,5,Y,N,(null),49,MALE,BLACK,MANHATTAN
269,15:40:00,July,Monday,CPW,3,N,Y,(null),(null),MALE,WHITE HISPANIC,MANHATTAN
270,15:41:00,July,Monday,CPW,5,N,Y,(null),26,MALE,BLACK,MANHATTAN
271,1:58:00,August,Sunday,BURGLARY,7,N,N,(null),35,MALE,WHITE,MANHATTAN
272,21:50:00,August,Monday,CRIMINAL TRESPASS,5,Y,N,(null),24,MALE,BLACK,MANHATTAN
273,21:30:00,August,Friday,CRIMINAL TRESPASS,10,N,N,(null),22,MALE,WHITE HISPANIC,MANHATTAN
274,2:15:00,August,Saturday,GRAND LARCENY,5,N,Y,(null),25,MALE,BLACK,MANHATTAN
275,23:40:00,August,Friday,ASSAULT,1,N,N,(null),40,MALE,BLACK,MANHATTAN
276,14:50:00,August,Tuesday,PETIT LARCENY,5,Y,Y,(null),44,FEMALE,WHITE HISPANIC,MANHATTAN
277,19:50:00,August,Friday,ASSAULT,10,N,Y,(null),28,MALE,BLACK,MANHATTAN
278,19:50:00,August,Friday,ASSAULT,10,N,N,(null),23,FEMALE,BLACK,MANHATTAN
279,11:23:00,August,Thursday,ASSAULT,10,N,N,(null),44,MALE,BLACK,MANHATTAN
280,2:12:00,September,Sunday,OTHER,10,Y,Y,(null),32,MALE,BLACK,MANHATTAN
281,23:55:00,September,Friday,RAPE,5,Y,Y,(null),29,MALE,BLACK,MANHATTAN
282,22:50:00,September,Friday,RAPE,10,Y,Y,(null),25,MALE,BLACK,MANHATTAN
283,23:14:00,September,Wednesday,ASSAULT,1,Y,N,(null),27,MALE,BLACK,MANHATTAN
284,22:06:00,September,Wednesday,ASSAULT,5,Y,Y,(null),40,MALE,BLACK,MANHATTAN
285,9:20:00,September,Tuesday,CRIMINAL TRESPASS,13,Y,Y,(null),18,MALE,BLACK HISPANIC,MANHATTAN
286,16:40:00,September,Thursday,PETIT LARCENY,10,N,N,(null),50,FEMALE,BLACK,MANHATTAN
287,19:45:00,October,Tuesday,CPW,4,Y,Y,(null),16,MALE,BLACK,MANHATTAN
288,9:18:00,October,Friday,BURGLARY,2,N,N,(null),32,MALE,BLACK,MANHATTAN
289,9:18:00,October,Friday,BURGLARY,2,N,N,(null),29,MALE,BLACK,MANHATTAN
290,9:18:00,October,Friday,BURGLARY,2,N,N,(null),25,MALE,WHITE HISPANIC,MANHATTAN
291,9:18:00,October,Friday,BURGLARY,2,N,N,(null),32,FEMALE,ASIAN/PAC.ISL,MANHATTAN
292,9:18:00,October,Friday,BURGLARY,2,N,N,(null),27,MALE,BLACK HISPANIC,MANHATTAN
293,16:00:00,October,Thursday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,2,N,Y,(null),28,MALE,(null),MANHATTAN
294,1:55:00,October,Thursday,CRIMINAL POSSESSION OF FORGED INSTRUMENT,5,N,Y,(null),27,MALE,BLACK,MANHATTAN
295,23:45:00,October,Thursday,ROBBERY,5,Y,N,(null),23,MALE,BLACK,MANHATTAN
296,4:03:00,October,Sunday,GRAND LARCENY,5,Y,N,(null),24,MALE,BLACK,MANHATTAN
297,4:03:00,October,Sunday,GRAND LARCENY,5,Y,N,(null),22,MALE,BLACK,MANHATTAN
298,19:30:00,November,Friday,MENACING,1,N,Y,(null),61,MALE,BLACK,MANHATTAN
299,17:44:00,November,Wednesday,ASSAULT,4,N,Y,(null),18,MALE,BLACK,MANHATTAN
300,1:06:00,November,Friday,CPW,10,N,Y,(null),39,MALE,WHITE HISPANIC,MANHATTAN
301,1:21:00,November,Friday,CPW,10,N,Y,(null),52,MALE,BLACK,MANHATTAN
302,21:45:00,November,Tuesday,ROBBERY,5,Y,Y,(null),15,MALE,BLACK,MANHATTAN
303,21:18:00,December,Friday,OTHER,5,N,N,(null),45,MALE,WHITE HISPANIC,MANHATTAN
304,23:41:00,October,Friday,ASSAULT,5,Y,Y,(null),20,MALE,(null),MANHATTAN
305,17:10:00,November,Friday,CRIMINAL TRESPASS,5,Y,N,(null),22,MALE,BLACK,MANHATTAN
306,17:05:00,November,Friday,CRIMINAL TRESPASS,5,Y,N,(null),21,MALE,BLACK,MANHATTAN
307,14:10:00,December,Friday,PETIT LARCENY,30,N,Y,(null),28,MALE,WHITE,MANHATTAN
308,22:00:00,December,Friday,CRIMINAL TRESPASS,5,Y,Y,(null),29,MALE,BLACK,MANHATTAN
309,22:09:00,December,Saturday,CRIMINAL TRESPASS,18,Y,N,(null),21,MALE,BLACK HISPANIC,MANHATTAN
310,22:09:00,December,Saturday,CRIMINAL TRESPASS,18,N,N,(null),20,MALE,WHITE HISPANIC,MANHATTAN
311,21:04:00,December,Saturday,CRIMINAL TRESPASS,24,N,N,(null),21,MALE,BLACK,MANHATTAN
312,21:04:00,December,Saturday,CRIMINAL TRESPASS,24,N,N,(null),19,FEMALE,WHITE HISPANIC,MANHATTAN
313,21:04:00,December,Saturday,CRIMINAL TRESPASS,24,N,N,(null),23,FEMALE,BLACK,MANHATTAN
314,21:04:00,December,Saturday,CRIMINAL TRESPASS,24,N,N,(null),20,FEMALE,WHITE,MANHATTAN
315,21:04:00,December,Saturday,CRIMINAL TRESPASS,24,N,N,(null),23,FEMALE,BLACK,MANHATTAN
316,22:25:00,December,Wednesday,GRAND LARCENY,15,N,N,(null),26,MALE,BLACK HISPANIC,MANHATTAN
317,18:35:00,December,Tuesday,CRIMINAL TRESPASS,5,Y,N,(null),31,MALE,BLACK,MANHATTAN
318,21:20:00,December,Thursday,CRIMINAL TRESPASS,6,Y,N,(null),52,MALE,BLACK,MANHATTAN
319,19:02:00,January,Sunday,CRIMINAL TRESPASS,10,N,Y,(null),21,MALE,WHITE HISPANIC,MANHATTAN
320,19:02:00,January,Sunday,CRIMINAL TRESPASS,10,N,Y,(null),19,MALE,WHITE HISPANIC,MANHATTAN
321,1:30:00,January,Tuesday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,5,N,Y,(null),24,MALE,BLACK,MANHATTAN
322,19:30:00,January,Friday,CPW,5,N,Y,(null),16,MALE,WHITE HISPANIC,MANHATTAN
323,11:00:00,January,Monday,CRIMINAL TRESPASS,4,Y,N,(null),54,MALE,WHITE HISPANIC,MANHATTAN
324,11:15:00,January,Monday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,5,Y,N,(null),50,MALE,WHITE HISPANIC,MANHATTAN
325,16:50:00,January,Thursday,CRIMINAL TRESPASS,4,Y,N,(null),24,FEMALE,WHITE HISPANIC,MANHATTAN
326,11:10:00,January,Wednesday,CRIMINAL TRESPASS,10,Y,N,(null),29,MALE,WHITE HISPANIC,MANHATTAN
327,11:10:00,January,Wednesday,CRIMINAL TRESPASS,10,Y,N,(null),30,MALE,WHITE,MANHATTAN
328,22:47:00,January,Tuesday,BURGLARY,3,Y,N,(null),64,MALE,BLACK,MANHATTAN
329,20:35:00,January,Friday,CPW,5,N,Y,(null),26,MALE,BLACK,MANHATTAN
330,17:00:00,January,Monday,CPW,15,N,N,(null),29,MALE,(null),MANHATTAN
331,18:30:00,January,Wednesday,ASSAULT,3,N,N,(null),22,FEMALE,WHITE,MANHATTAN
332,21:30:00,January,Thursday,CRIMINAL TRESPASS,2,N,Y,(null),17,MALE,BLACK HISPANIC,MANHATTAN
333,21:44:00,January,Thursday,BURGLARY,1,N,Y,(null),44,FEMALE,WHITE HISPANIC,MANHATTAN
334,23:08:00,January,Friday,CPW,10,N,Y,(null),32,MALE,BLACK,MANHATTAN
335,15:00:00,January,Monday,OTHER,15,N,Y,(null),23,MALE,BLACK,MANHATTAN
336,18:05:00,January,Tuesday,MENACING,2,N,Y,(null),30,MALE,WHITE,MANHATTAN
337,23:35:00,January,Tuesday,RAPE,15,N,N,(null),33,MALE,BLACK HISPANIC,MANHATTAN
338,0:46:00,January,Thursday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,5,N,N,(null),25,MALE,WHITE HISPANIC,MANHATTAN
339,0:50:00,January,Thursday,GRAND LARCENY AUTO,5,N,Y,(null),23,MALE,BLACK HISPANIC,MANHATTAN
340,18:35:00,January,Friday,CRIMINAL TRESPASS,5,Y,Y,(null),19,FEMALE,BLACK HISPANIC,MANHATTAN
341,18:35:00,January,Friday,CRIMINAL TRESPASS,5,Y,Y,(null),19,MALE,BLACK,MANHATTAN
342,18:35:00,January,Friday,CRIMINAL TRESPASS,5,Y,Y,(null),24,MALE,WHITE HISPANIC,MANHATTAN
343,18:35:00,January,Friday,CRIMINAL TRESPASS,5,Y,Y,(null),25,MALE,WHITE HISPANIC,MANHATTAN
344,18:35:00,January,Friday,CRIMINAL TRESPASS,5,Y,Y,(null),26,MALE,WHITE HISPANIC,MANHATTAN
345,14:00:00,January,Wednesday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,9,Y,N,(null),36,MALE,WHITE HISPANIC,MANHATTAN
346,21:25:00,January,Sunday,CRIMINAL TRESPASS,9,Y,N,(null),44,MALE,WHITE HISPANIC,MANHATTAN
347,13:40:00,January,Monday,CRIMINAL TRESPASS,9,Y,N,(null),41,MALE,BLACK HISPANIC,MANHATTAN
348,21:00:00,February,Wednesday,CRIMINAL TRESPASS,8,N,N,(null),(null),MALE,BLACK HISPANIC,MANHATTAN
349,21:00:00,February,Wednesday,CRIMINAL TRESPASS,8,N,N,(null),(null),MALE,BLACK HISPANIC,MANHATTAN
350,12:05:00,February,Wednesday,CRIMINAL TRESPASS,6,Y,N,(null),36,FEMALE,BLACK,MANHATTAN
351,3:10:00,February,Sunday,CPW,8,Y,Y,(null),33,MALE,(null),MANHATTAN
352,18:00:00,February,Sunday,CRIMINAL POSSESSION OF MARIHUANA,181,N,N,(null),31,MALE,BLACK,MANHATTAN
353,17:55:00,February,Tuesday,CRIMINAL TRESPASS,11,Y,N,(null),28,MALE,WHITE HISPANIC,MANHATTAN
354,17:55:00,February,Tuesday,CRIMINAL TRESPASS,11,Y,N,(null),30,MALE,WHITE HISPANIC,MANHATTAN
355,12:45:00,February,Wednesday,CPW,10,Y,Y,(null),52,MALE,WHITE,MANHATTAN
356,13:15:00,February,Friday,CPW,10,N,N,(null),34,MALE,BLACK,MANHATTAN
357,23:20:00,February,Sunday,CPW,1,Y,Y,(null),22,MALE,WHITE HISPANIC,MANHATTAN
358,23:15:00,February,Sunday,ROBBERY,1,Y,Y,(null),24,MALE,BLACK,MANHATTAN
359,23:15:00,February,Sunday,ROBBERY,1,Y,Y,(null),21,MALE,BLACK,MANHATTAN
360,9:52:00,February,Wednesday,CRIMINAL TRESPASS,4,Y,N,(null),32,FEMALE,WHITE,MANHATTAN
361,9:52:00,February,Wednesday,CRIMINAL TRESPASS,4,Y,N,(null),28,FEMALE,BLACK,MANHATTAN
362,19:00:00,February,Saturday,ASSAULT,2,N,N,(null),(null),MALE,BLACK,MANHATTAN
363,12:20:00,February,Sunday,CPW,0,N,Y,(null),(null),MALE,WHITE HISPANIC,MANHATTAN
364,22:25:00,February,Saturday,ROBBERY,10,N,Y,(null),25,MALE,BLACK,MANHATTAN
365,10:10:00,February,Monday,ASSAULT,3,N,Y,(null),30,MALE,BLACK HISPANIC,MANHATTAN
366,21:30:00,February,Tuesday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,10,N,Y,(null),22,MALE,WHITE HISPANIC,MANHATTAN
367,21:30:00,February,Tuesday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,10,N,Y,(null),30,MALE,BLACK,MANHATTAN
368,1:00:00,March,Wednesday,CRIMINAL SALE OF MARIHUANA,6,N,N,(null),16,MALE,BLACK HISPANIC,MANHATTAN
369,10:10:00,February,Monday,CRIMINAL TRESPASS,1,Y,Y,(null),52,MALE,BLACK HISPANIC,MANHATTAN
370,19:15:00,March,Tuesday,MENACING,5,N,Y,(null),17,MALE,BLACK,MANHATTAN
371,12:30:00,March,Monday,CRIMINAL TRESPASS,15,Y,Y,(null),37,MALE,BLACK,MANHATTAN
372,22:15:00,March,Friday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,10,N,Y,(null),30,MALE,WHITE HISPANIC,MANHATTAN
373,21:20:00,February,Monday,PETIT LARCENY,1,Y,Y,(null),20,MALE,BLACK HISPANIC,MANHATTAN
374,21:20:00,February,Monday,PETIT LARCENY,1,Y,Y,(null),16,FEMALE,WHITE HISPANIC,MANHATTAN
375,4:35:00,April,Sunday,ROBBERY,30,N,Y,(null),19,MALE,WHITE HISPANIC,MANHATTAN
376,4:35:00,April,Sunday,ROBBERY,30,N,Y,(null),19,MALE,WHITE HISPANIC,MANHATTAN
377,4:35:00,April,Sunday,ROBBERY,30,N,Y,(null),23,MALE,BLACK,MANHATTAN
378,4:35:00,April,Sunday,ROBBERY,30,Y,Y,(null),19,MALE,BLACK,MANHATTAN
379,9:30:00,March,Friday,CRIMINAL TRESPASS,6,Y,N,(null),41,FEMALE,WHITE,MANHATTAN
380,19:45:00,April,Tuesday,CRIMINAL POSSESSION OF MARIHUANA,5,N,N,(null),39,MALE,WHITE HISPANIC,MANHATTAN
381,20:18:00,April,Wednesday,ROBBERY,14,N,Y,(null),15,MALE,BLACK,MANHATTAN
382,20:40:00,April,Wednesday,ROBBERY,10,N,N,(null),18,MALE,WHITE HISPANIC,MANHATTAN
383,18:40:00,April,Thursday,BURGLARY,5,Y,N,(null),48,MALE,BLACK,MANHATTAN
384,15:35:00,April,Friday,BURGLARY,13,N,Y,(null),16,MALE,WHITE HISPANIC,MANHATTAN
385,18:50:00,April,Thursday,CPW,5,N,Y,(null),33,MALE,WHITE,MANHATTAN
386,17:30:00,April,Sunday,CPW,10,N,Y,(null),34,MALE,WHITE,MANHATTAN
387,18:35:00,April,Monday,CPW,3,N,Y,(null),55,MALE,BLACK,MANHATTAN
388,23:00:00,April,Saturday,ROBBERY,1,Y,Y,(null),26,MALE,BLACK,MANHATTAN
389,10:45:00,April,Sunday,CRIMINAL TRESPASS,2,Y,N,(null),56,MALE,BLACK,MANHATTAN
390,18:42:00,April,Tuesday,FORCIBLE TOUCHING,1,Y,N,(null),33,MALE,BLACK,MANHATTAN
391,22:29:00,March,Thursday,CPW,5,N,Y,(null),47,MALE,WHITE,MANHATTAN
392,16:15:00,February,Sunday,ASSAULT,15,N,Y,(null),25,MALE,BLACK,MANHATTAN
393,21:40:00,April,Friday,CPW,2,Y,Y,(null),16,MALE,WHITE HISPANIC,MANHATTAN
394,9:56:00,May,Tuesday,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,2,Y,N,(null),59,FEMALE,BLACK,MANHATTAN
395,15:00:00,May,Thursday,ROBBERY,45,N,N,(null),17,MALE,BLACK,MANHATTAN
396,8:45:00,May,Friday,ASSAULT,5,N,N,(null),41,MALE,BLACK,MANHATTAN
397,10:46:00,May,Saturday,MENACING,10,N,Y,(null),48,MALE,BLACK,MANHATTAN
398,14:40:00,April,Saturday,CRIMINAL TRESPASS,5,Y,Y,(null),32,MALE,WHITE HISPANIC,MANHATTAN
399,1:50:00,May,Sunday,CRIMINAL POSSESSION OF MARIHUANA,10,N,N,(null),20,MALE,BLACK,MANHATTAN
400,9:55:00,May,Saturday,CRIMINAL TRESPASS,10,Y,Y,(null),50,MALE,WHITE HISPANIC,MANHATTAN
401,9:25:00,May,Monday,CRIMINAL TRESPASS,15,Y,Y,(null),23,FEMALE,BLACK,MANHATTAN
402,9:25:00,May,Monday,CRIMINAL TRESPASS,15,Y,Y,(null),22,FEMALE,BLACK,MANHATTAN
403,9:25:00,May,Monday,CRIMINAL TRESPASS,15,Y,Y,(null),22,FEMALE,BLACK,MANHATTAN
404,14:37:00,May,Wednesday,CPW,3,N,Y,(null),17,MALE,BLACK HISPANIC,MANHATTAN
405,16:45:00,May,Friday,ASSAULT,10,N,N,(null),22,MALE,BLACK,MANHATTAN
406,22:40:00,May,Saturday,CPW,10,N,Y,(null),28,MALE,WHITE,MANHATTAN
407,22:40:00,May,Saturday,CPW,10,N,Y,(null),26,MALE,WHITE HISPANIC,MANHATTAN
408,22:06:00,May,Sunday,MENACING,6,Y,Y,(null),35,MALE,BLACK,MANHATTAN
409,3:15:00,March,Sunday,CRIMINAL TRESPASS,6,Y,N,(null),74,MALE,WHITE HISPANIC,MANHATTAN
410,16:05:00,June,Sunday,CRIMINAL TRESPASS,25,N,N,(null),22,MALE,WHITE HISPANIC,MANHATTAN
411,16:05:00,June,Sunday,CRIMINAL TRESPASS,25,N,N,(null),21,MALE,WHITE HISPANIC,MANHATTAN
412,16:05:00,June,Sunday,CRIMINAL TRESPASS,25,N,N,(null),21,MALE,WHITE HISPANIC,MANHATTAN
413,20:15:00,June,Friday,CRIMINAL TRESPASS,15,N,N,(null),(null),FEMALE,BLACK,MANHATTAN
414,20:15:00,June,Friday,CRIMINAL TRESPASS,15,N,N,(null),19,FEMALE,BLACK,MANHATTAN
415,20:15:00,June,Friday,CRIMINAL TRESPASS,15,N,N,(null),17,FEMALE,BLACK,MANHATTAN
416,20:15:00,June,Friday,CRIMINAL TRESPASS,15,N,N,(null),17,MALE,BLACK,MANHATTAN
417,22:50:00,June,Monday,GRAND LARCENY,5,N,N,(null),37,MALE,WHITE,MANHATTAN
418,17:12:00,June,Tuesday,GRAND LARCENY,8,N,N,(null),27,MALE,BLACK,MANHATTAN
419,18:45:00,June,Sunday,CPW,5,N,Y,(null),(null),MALE,BLACK,MANHATTAN
420,3:00:00,June,Wednesday,ROBBERY,60,N,Y,(null),31,MALE,BLACK,MANHATTAN
421,3:00:00,June,Wednesday,ROBBERY,60,N,Y,(null),25,MALE,BLACK,MANHATTAN
422,2:55:00,June,Friday,GRAND LARCENY,5,N,Y,(null),26,MALE,BLACK,MANHATTAN
423,3:25:00,June,Saturday,ROBBERY,5,N,N,(null),(null),MALE,BLACK,MANHATTAN
424,1:15:00,July,Sunday,ROBBERY,20,N,Y,(null),49,MALE,BLACK,MANHATTAN
425,2:05:00,July,Monday,ASSAULT,20,N,Y,(null),22,MALE,WHITE HISPANIC,MANHATTAN
426,12:52:00,July,Saturday,ASSAULT,125,Y,N,(null),30,MALE,WHITE,MANHATTAN
427,3:11:00,July,Wednesday,CRIMINAL MISCHIEF,30,N,N,(null),20,MALE,WHITE HISPANIC,MANHATTAN
428,19:05:00,July,Friday,GRAND LARCENY,15,N,N,(null),16,MALE,BLACK,MANHATTAN
429,11:59:00,July,Wednesday,ROBBERY,9,N,N,(null),73,MALE,WHITE,MANHATTAN
430,20:20:00,July,Monday,PETIT LARCENY,12,Y,N,(null),52,MALE,WHITE HISPANIC,MANHATTAN
431,8:30:00,July,Friday,CPW,3,N,Y,(null),(null),MALE,BLACK,MANHATTAN
432,17:00:00,August,Monday,CRIMINAL TRESPASS,7,Y,Y,(null),16,MALE,WHITE HISPANIC,MANHATTAN
433,17:37:00,August,Monday,CRIMINAL TRESPASS,7,Y,Y,(null),15,MALE,WHITE HISPANIC,MANHATTAN
434,9:00:00,August,Tuesday,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,15,Y,N,(null),29,FEMALE,WHITE HISPANIC,MANHATTAN
435,18:48:00,August,Friday,ASSAULT,10,N,N,(null),31,MALE,BLACK,MANHATTAN
436,19:08:00,August,Friday,ASSAULT,50,N,Y,(null),31,MALE,BLACK,MANHATTAN
437,19:55:00,July,Friday,CPSP,5,Y,N,(null),35,MALE,BLACK,MANHATTAN
438,15:40:00,August,Friday,ROBBERY,1,N,N,(null),(null),MALE,BLACK,MANHATTAN
439,14:20:00,August,Saturday,BURGLARY,180,N,N,(null),42,MALE,AMER IND,MANHATTAN
440,17:23:00,August,Saturday,GRAND LARCENY,10,N,N,(null),19,MALE,BLACK,MANHATTAN
441,19:26:00,August,Friday,ROBBERY,3,Y,Y,(null),15,MALE,BLACK HISPANIC,MANHATTAN
442,21:15:00,August,Friday,CPW,5,Y,Y,(null),38,MALE,WHITE HISPANIC,MANHATTAN
443,2:50:00,July,Sunday,ASSAULT,15,Y,N,(null),30,MALE,BLACK,MANHATTAN
444,21:30:00,August,Wednesday,ROBBERY,4,Y,Y,(null),16,MALE,BLACK,MANHATTAN
445,21:30:00,August,Wednesday,ROBBERY,4,Y,Y,(null),14,MALE,WHITE HISPANIC,MANHATTAN
446,20:46:00,September,Friday,CRIMINAL POSSESSION OF MARIHUANA,5,N,Y,(null),22,MALE,ASIAN/PAC.ISL,MANHATTAN
447,20:46:00,September,Friday,CRIMINAL POSSESSION OF MARIHUANA,5,N,Y,(null),26,MALE,ASIAN/PAC.ISL,MANHATTAN
448,4:25:00,September,Wednesday,ROBBERY,5,Y,N,(null),28,MALE,BLACK,MANHATTAN
449,19:00:00,September,Wednesday,ROBBERY,10,N,N,(null),19,FEMALE,BLACK,MANHATTAN
450,19:50:00,September,Wednesday,CRIMINAL TRESPASS,60,Y,N,(null),38,FEMALE,BLACK HISPANIC,MANHATTAN
451,17:45:00,September,Tuesday,CRIMINAL TRESPASS,2,Y,N,(null),30,MALE,WHITE,MANHATTAN
452,21:25:00,September,Friday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,12,Y,Y,(null),19,FEMALE,BLACK,MANHATTAN
453,21:25:00,September,Friday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,12,Y,Y,(null),47,FEMALE,BLACK,MANHATTAN
454,20:15:00,September,Tuesday,ASSAULT,15,Y,Y,(null),15,MALE,BLACK,MANHATTAN
455,23:31:00,September,Thursday,ROBBERY,4,Y,Y,(null),15,MALE,WHITE HISPANIC,MANHATTAN
456,23:31:00,September,Thursday,ROBBERY,4,Y,N,(null),17,MALE,WHITE HISPANIC,MANHATTAN
457,20:50:00,July,Thursday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,3,Y,N,(null),23,MALE,BLACK,MANHATTAN
458,22:01:00,October,Sunday,PETIT LARCENY,12,N,Y,(null),18,MALE,WHITE HISPANIC,MANHATTAN
459,18:30:00,October,Thursday,OTHER,25,N,N,(null),37,MALE,WHITE HISPANIC,MANHATTAN
460,18:31:00,October,Friday,ROBBERY,5,N,Y,(null),44,MALE,BLACK,MANHATTAN
461,1:10:00,October,Sunday,ROBBERY,8,Y,Y,(null),39,MALE,BLACK,MANHATTAN
462,10:02:00,October,Tuesday,CRIMINAL TRESPASS,3,Y,N,(null),42,MALE,WHITE HISPANIC,MANHATTAN
463,3:32:00,October,Sunday,ROBBERY,5,N,Y,(null),25,MALE,BLACK,MANHATTAN
464,22:45:00,October,Sunday,CPW,60,N,Y,(null),30,MALE,BLACK HISPANIC,MANHATTAN
465,22:55:00,October,Sunday,CPW,60,N,Y,(null),25,FEMALE,WHITE HISPANIC,MANHATTAN
466,22:55:00,October,Sunday,CPW,60,N,Y,(null),27,MALE,BLACK HISPANIC,MANHATTAN
467,16:55:00,October,Tuesday,ASSAULT,5,N,N,(null),16,MALE,BLACK,MANHATTAN
468,2:38:00,October,Wednesday,CRIMINAL MISCHIEF,11,Y,N,(null),28,MALE,WHITE,MANHATTAN
469,2:45:00,October,Saturday,BURGLARY,1,N,Y,(null),38,MALE,WHITE HISPANIC,MANHATTAN
470,21:02:00,October,Tuesday,ROBBERY,8,Y,Y,(null),18,MALE,BLACK,MANHATTAN
471,22:30:00,November,Wednesday,CRIMINAL TRESPASS,5,N,N,(null),60,FEMALE,BLACK,MANHATTAN
472,19:10:00,November,Friday,CPW,5,N,Y,(null),(null),MALE,BLACK,MANHATTAN
473,16:40:00,November,Monday,CRIMINAL TRESPASS,8,Y,N,(null),45,MALE,WHITE HISPANIC,MANHATTAN
474,1:37:00,November,Sunday,ASSAULT,12,Y,Y,(null),25,MALE,BLACK,MANHATTAN
475,3:12:00,November,Tuesday,GRAND LARCENY,6,N,Y,(null),30,MALE,BLACK,MANHATTAN
476,17:35:00,November,Tuesday,CPSP,1,Y,N,(null),27,MALE,WHITE,MANHATTAN
477,12:10:00,November,Thursday,GRAND LARCENY,5,Y,N,(null),54,MALE,BLACK,MANHATTAN
478,18:30:00,November,Friday,ASSAULT,8,N,Y,(null),33,MALE,BLACK,MANHATTAN
479,18:30:00,November,Friday,ASSAULT,8,N,Y,(null),25,FEMALE,WHITE HISPANIC,MANHATTAN
480,18:50:00,November,Sunday,CRIMINAL TRESPASS,10,Y,Y,(null),37,MALE,WHITE HISPANIC,MANHATTAN
481,18:50:00,November,Sunday,CRIMINAL TRESPASS,10,N,N,(null),45,MALE,WHITE HISPANIC,MANHATTAN
482,1:00:00,October,Monday,ROBBERY,2,Y,Y,(null),20,MALE,BLACK,PBMS
483,1:45:00,November,Sunday,OTHER,5,N,N,(null),44,MALE,WHITE,MANHATTAN
484,2:35:00,November,Monday,ROBBERY,10,Y,N,(null),25,MALE,WHITE HISPANIC,MANHATTAN
485,2:35:00,November,Monday,ROBBERY,10,Y,N,(null),28,MALE,BLACK,MANHATTAN
